Entity,Year,Average annual hours worked by persons engaged (avh) (PWT 9.1 (2019)),Output-side real GDP per capita (gdppc_o) (PWT 9.1 (2019))
France,1957,2107.1709,8993.5381
France,1958,2096.4814,9177.9521
France,1959,2100.0859,9334.7559
France,1960,2111.6116,10020.233
France,1961,2091.9858,10389.704
France,1962,2107.4983,10876.585
France,1963,2093.7288,11398.362
France,1964,2103.751,12023.938
France,1965,2092.967,12474.941
France,1966,2087.1069,13037.009
France,1967,2055.8035,13582.689
France,1968,2034.2684,14061.387
France,1969,1964.4453,14941.137
France,1970,1948.2301,15714.014
France,1971,1947.8167,16497.756
France,1972,1898.0906,17210.686
France,1973,1884.4604,18288.912
France,1974,1854.7511,19000.352
France,1975,1830.1531,18767.334
France,1976,1856.8257,19595.764
France,1977,1819.907,20333.535
France,1978,1789.7493,21204.148
France,1979,1787.0199,22036.205
France,1980,1778.8678,22410.244
France,1981,1759.6193,21853.75
France,1982,1687.9171,21710.096
France,1983,1670.7448,21276.477
France,1984,1664.9539,20937.209
France,1985,1630.4366,20480.801
France,1986,1626.7152,21495.107
France,1987,1638.9984,21995.811
France,1988,1648.225,22986.074
France,1989,1633.6821,23704.432
France,1990,1629.0961,24327.363
France,1991,1622.6208,24282.33
France,1992,1621.5667,24601.814
France,1993,1614.0789,24425.033
France,1994,1611.6461,24814.377
France,1995,1590.6832,25257.432
France,1996,1587.0975,25696.494
France,1997,1585.5039,27039.025
France,1998,1575.7279,28400.594
France,1999,1569.4343,29592.16
France,2000,1549.965,31161.316
France,2001,1530.4617,31812.598
France,2002,1497.3385,31794.039
France,2003,1502.0975,30852.229
France,2004,1525.9967,31290.084
France,2005,1527.3717,33743.727
France,2006,1510.6074,34381.109
France,2007,1530.0048,35752.664
France,2008,1537.7621,35852.715
France,2009,1521.2759,34569.617
France,2010,1527.9509,35786.16
France,2011,1534.6066,36813.254
France,2012,1528.8926,36517.453
France,2013,1513.8743,37074.52
France,2014,1508.9885,37070.688
France,2015,1509.4127,37809.063
France,2016,1502.7285,38208.797
France,2017,1514.1371,39461.105
Germany,1950,2427.4287,4643.5112
Germany,1951,2401.5952,5114.6157
Germany,1952,2376.0369,5555.6348
Germany,1953,2350.7505,5992.0977
Germany,1954,2325.7332,6479.2505
Germany,1955,2300.9822,7355.8149
Germany,1956,2276.4944,7869.8604
Germany,1957,2252.2673,8259.2988
Germany,1958,2228.2981,8472.2168
Germany,1959,2204.584,9131.1523
Germany,1960,2181.1223,9937.0781
Germany,1961,2154.5046,10251.002
Germany,1962,2117.4016,10530.342
Germany,1963,2086.9526,10672.056
Germany,1964,2098.4468,11381.147
Germany,1965,2084.2305,11860.943
Germany,1966,2057.9155,12096.437
Germany,1967,2020.2074,11912.453
Germany,1968,2007.7052,12543.834
Germany,1969,1987.9437,13435.723
Germany,1970,1972.5177,14043.615
Germany,1971,1940.5565,14435.058
Germany,1972,1915.4514,15095.467
Germany,1973,1884.9017,15920.958
Germany,1974,1851.6299,16163.714
Germany,1975,1811.9053,16147.799
Germany,1976,1824.3066,17049.756
Germany,1977,1806.2542,17708.057
Germany,1978,1787.1987,18345.348
Germany,1979,1775.1637,19236.16
Germany,1980,1756.1083,19533.18
Germany,1981,1734.0441,19147.922
Germany,1982,1723.012,18753.736
Germany,1983,1709.974,18803.057
Germany,1984,1698.942,19003.039
Germany,1985,1675.8749,19022.947
Germany,1986,1656.8195,20504.146
Germany,1987,1633.7523,21349.691
Germany,1988,1628.7378,22414.938
Germany,1989,1605.6707,23283.408
Germany,1990,1582.6035,24941.041
Germany,1991,1553.5189,26190.695
Germany,1992,1564.7155,26970.596
Germany,1993,1541.5763,27119.053
Germany,1994,1537.2506,28071.469
Germany,1995,1527.9783,29052.498
Germany,1996,1510.4954,29394.684
Germany,1997,1499.6443,30350.449
Germany,1998,1493.5819,31364.744
Germany,1999,1478.722,32673.4
Germany,2000,1452.0129,33330.496
Germany,2001,1441.9102,33760.91
Germany,2002,1430.8605,33669.543
Germany,2003,1424.7449,34364.734
Germany,2004,1422.2234,35302.391
Germany,2005,1411.28,37144.266
Germany,2006,1424.6752,37970.133
Germany,2007,1424.3522,40261.066
Germany,2008,1418.3964,41326.805
Germany,2009,1372.7135,38683.039
Germany,2010,1389.8829,40627.23
Germany,2011,1392.8134,42887.25
Germany,2012,1375.0267,42580.438
Germany,2013,1362.6976,43309.902
Germany,2014,1367.0791,44745.793
Germany,2015,1368.1069,44482.508
Germany,2016,1358.5865,45852.555
Germany,2017,1353.8868,47556
Greece,1951,2312.5513,3386.5408
Greece,1952,2302.988,3270.8904
Greece,1953,2293.4646,3691.3625
Greece,1954,2283.9802,3716.6035
Greece,1955,2274.5352,3945.0283
Greece,1956,2265.1292,4267.145
Greece,1957,2255.762,4565.2417
Greece,1958,2246.4338,4751.2358
Greece,1959,2237.144,4893.0347
Greece,1960,2227.8926,4950.3174
Greece,1961,2217.9907,5598.5
Greece,1962,2208.1328,5466.0732
Greece,1963,2198.3188,6163.3936
Greece,1964,2188.5483,6587.2588
Greece,1965,2178.8215,7275.4072
Greece,1966,2169.1377,7782.5444
Greece,1967,2159.4968,8078.002
Greece,1968,2149.8992,8593.877
Greece,1969,2140.3438,9551.46
Greece,1970,2098.6428,10413.803
Greece,1971,2099.6047,11173.368
Greece,1972,2101.0935,12226.777
Greece,1973,2102.5459,13040.578
Greece,1974,2103.9597,12088.487
Greece,1975,2105.3333,12645.018
Greece,1976,2106.6653,13299.53
Greece,1977,2107.9543,13339.993
Greece,1978,2109.6099,14077.878
Greece,1979,2111.0493,14164.473
Greece,1980,2111.6992,14259.177
Greece,1981,2111.7839,14132.039
Greece,1982,2111.3945,13574.318
Greece,1983,2108.8662,13305.976
Greece,1984,2108.4956,13547.82
Greece,1985,2107.4692,13996.077
Greece,1986,2107.8125,14522.35
Greece,1987,2110.0713,14305.111
Greece,1988,2107.2549,15245.88
Greece,1989,2109.304,15930.542
Greece,1990,2111.6228,15993.538
Greece,1991,2112.8909,16901.693
Greece,1992,2112.8689,16982.197
Greece,1993,2112.1438,17176.918
Greece,1994,2110.1987,17883.32
Greece,1995,2110.7063,18362.797
Greece,1996,2109.4004,18799.145
Greece,1997,2107.9448,20372.27
Greece,1998,2108.4343,21436.887
Greece,1999,2104.8523,21774.299
Greece,2000,2107.6384,22776.1
Greece,2001,2101.1304,23546.072
Greece,2002,2093.2151,24419.563
Greece,2003,2091.4788,24501.453
Greece,2004,2082.5518,25578.889
Greece,2005,2136.239,26057.213
Greece,2006,2125.3364,27997.043
Greece,2007,2110.9885,27904.254
Greece,2008,2106.26,28635.584
Greece,2009,2081.2117,27698.379
Greece,2010,2019.5708,25815.799
Greece,2011,2037.7003,23363.9
Greece,2012,2055.374,22316.068
Greece,2013,2059.22,22754.199
Greece,2014,2020.8816,22797.832
Greece,2015,2031.1405,23185.998
Greece,2016,2030.0905,23041.721
Greece,2017,2016.8954,23765.188
Hong Kong,1960,2722.3655,4599.3965
Hong Kong,1961,2702.0603,4674.3779
Hong Kong,1962,2681.9063,4950.687
Hong Kong,1963,2661.9028,5404.3452
Hong Kong,1964,2642.0486,5750.4565
Hong Kong,1965,2622.3423,6374.4546
Hong Kong,1966,2602.783,6595.084
Hong Kong,1967,2583.3696,6632.981
Hong Kong,1968,2564.1011,6839.7681
Hong Kong,1969,2544.9761,7476.0063
Hong Kong,1970,2525.9939,8015.6987
Hong Kong,1971,2527.0503,8470.2314
Hong Kong,1972,2525.5298,9186.6074
Hong Kong,1973,2523.8738,10103.076
Hong Kong,1974,2522.0754,10049.24
Hong Kong,1975,2520.2058,10008.453
Hong Kong,1976,2518.0522,11132.371
Hong Kong,1977,2508.3438,12095.575
Hong Kong,1978,2498.8701,12896.78
Hong Kong,1979,2490.3911,13868.497
Hong Kong,1980,2479.3877,14886.533
Hong Kong,1981,2466.1563,15620.583
Hong Kong,1982,2441.6013,15661.749
Hong Kong,1983,2410.731,16217.912
Hong Kong,1984,2381.7666,17360.309
Hong Kong,1985,2356.0828,16617.479
Hong Kong,1986,2360.2485,18656.496
Hong Kong,1987,2324.3062,21409.193
Hong Kong,1988,2372.4387,21896.063
Hong Kong,1989,2314.0313,23122.555
Hong Kong,1990,2278.522,25026.535
Hong Kong,1991,2309.9045,26269.973
Hong Kong,1992,2224.1714,28298.434
Hong Kong,1993,2287.9592,30012.188
Hong Kong,1994,2291.9285,30830.906
Hong Kong,1995,2254.8499,31250.561
Hong Kong,1996,2304.2678,32547.648
Hong Kong,1997,2257.8132,33116.824
Hong Kong,1998,2259.1528,30575.225
Hong Kong,1999,2301.9258,30768.293
Hong Kong,2000,2330.667,33961.609
Hong Kong,2001,2326.3577,36139.742
Hong Kong,2002,2343.4309,37823.184
Hong Kong,2003,2330.8987,38804.289
Hong Kong,2004,2354.375,44361.027
Hong Kong,2005,2346.386,46823.098
Hong Kong,2006,2315.4949,42760.656
Hong Kong,2007,2327.78,44803.172
Hong Kong,2008,2277.0227,43456.055
Hong Kong,2009,2251.9988,38546.023
Hong Kong,2010,2302.0801,41687.949
Hong Kong,2011,2256.7612,44788.871
Hong Kong,2012,2235.5942,45540.164
Hong Kong,2013,2225.4138,51960.574
Hong Kong,2014,2175.2473,45409.996
Hong Kong,2015,2185.5789,39773.152
Hong Kong,2016,2185.5789,39576.734
Hong Kong,2017,2185.5789,40584.477
Hungary,1980,2193.4773,10201.753
Hungary,1981,2192.4775,10345.09
Hungary,1982,2099.4998,10443.735
Hungary,1983,2079.5046,10352.468
Hungary,1984,2007.5217,10464.918
Hungary,1985,1980.5281,10459.076
Hungary,1986,1971.5303,11026.508
Hungary,1987,2015.5198,11808.606
Hungary,1988,2009.5212,11949.772
Hungary,1989,1984.5272,12326.676
Hungary,1990,1944.5367,12330.993
Hungary,1991,1912.5443,11188.871
Hungary,1992,1869.5546,11206.479
Hungary,1993,1869.5546,11925.719
Hungary,1994,2000.5233,12508.297
Hungary,1995,2005.5222,12706.539
Hungary,1996,1999.5793,13061.668
Hungary,1997,2023.4016,12993.129
Hungary,1998,2022.8932,13115.077
Hungary,1999,2040.071,13379.383
Hungary,2000,2032.8467,14361.437
Hungary,2001,1993.3213,15225.982
Hungary,2002,2005.2568,16082.128
Hungary,2003,1978.1667,16665.293
Hungary,2004,1986.1238,16525.014
Hungary,2005,1986.9038,18351.434
Hungary,2006,1983.4768,18338.1
Hungary,2007,1978.6354,18523.227
Hungary,2008,1981.7538,20099.48
Hungary,2009,1963.0601,19451.475
Hungary,2010,1956.1836,20477.799
Hungary,2011,1948.6782,21367.854
Hungary,2012,1926.5392,21103.525
Hungary,2013,1920.5334,21308.35
Hungary,2014,1928.3038,21582.006
Hungary,2015,1923.7209,21740.682
Hungary,2016,1937.3325,21420.842
Hungary,2017,1937.3325,22571.65
Iceland,1964,2144.7549,13817.988
Iceland,1965,2121.4031,14833.294
Iceland,1966,2109.0615,15596.406
Iceland,1967,2073.1609,14813.299
Iceland,1968,2025.9136,13509.718
Iceland,1969,1997.3276,14081.713
Iceland,1970,1979.8445,14983.819
Iceland,1971,1941.3549,17723.453
Iceland,1972,1908.254,17268.172
Iceland,1973,1890.8378,19005.078
Iceland,1974,1866.0885,20100.428
Iceland,1975,1841.3087,19956.984
Iceland,1976,1813.778,19839.414
Iceland,1977,1771.6417,22105.111
Iceland,1978,1733.0608,22966.291
Iceland,1979,1720.1718,23898.566
Iceland,1980,1710.0775,25162.939
Iceland,1981,1703.6434,26037.93
Iceland,1982,1706.3849,26686.461
Iceland,1983,1706.3986,23875.42
Iceland,1984,1704.5583,25874
Iceland,1985,1703.6495,25320.5
Iceland,1986,1696.3209,27348.592
Iceland,1987,1694.4543,30355.648
Iceland,1988,1701.8008,30806.395
Iceland,1989,1697.2434,29142.318
Iceland,1990,1687.1472,28773.045
Iceland,1991,1690.7538,28959.9
Iceland,1992,1690.7538,27490.807
Iceland,1993,1705.9176,27618.156
Iceland,1994,1677.275,28268.498
Iceland,1995,1663.7961,27958.66
Iceland,1996,1681.4872,28448.043
Iceland,1997,1706.76,31706.854
Iceland,1998,1687.3842,32868.125
Iceland,1999,1667.1659,34866.563
Iceland,2000,1718.554,34227.703
Iceland,2001,1729.5055,35696.863
Iceland,2002,1694.9659,35283.922
Iceland,2003,1661.2688,35123.109
Iceland,2004,1668.0083,36618.461
Iceland,2005,1659.584,39537.402
Iceland,2006,1649.4749,37852.484
Iceland,2007,1627.5717,39231.375
Iceland,2008,1629.2566,49151.113
Iceland,2009,1549.0085,41567.133
Iceland,2010,1542.5016,37729.016
Iceland,2011,1548.2521,37747.91
Iceland,2012,1523.7321,38589.133
Iceland,2013,1521.8097,38247.84
Iceland,2014,1509.6294,38381.008
Iceland,2015,1509.1685,39502.172
Iceland,2016,1493.3651,40422.207
Iceland,2017,1493.3651,41306.172
India,1970,2077.3308,1272.9647
India,1971,2077.0852,1289.7422
India,1972,2076.5603,1289.8524
India,1973,2074.8291,1341.8304
India,1974,2072.3657,1296.1948
India,1975,2069.9565,1394.5573
India,1976,2067.1599,1345.9839
India,1977,2065.3796,1317.0865
India,1978,2064.4177,1273.9897
India,1979,2064.2246,1166.0134
India,1980,2064.0278,1162.6814
India,1981,2063.623,1125.2933
India,1982,2064.1531,1080.1318
India,1983,2065.1204,1063.9666
India,1984,2066.7083,1040.5022
India,1985,2068.6077,1032.4409
India,1986,2070.5779,1067.2903
India,1987,2072.2705,1113.2611
India,1988,2075.0774,1182.0692
India,1989,2078.1321,1241.1555
India,1990,2078.4795,1297.264
India,1991,2079.3042,1295.7802
India,1992,2076.9104,1350.078
India,1993,2075.8694,1414.3143
India,1994,2075.6873,1486.656
India,1995,2077.0972,1571.465
India,1996,2079.8303,1682.894
India,1997,2079.3826,1753.1812
India,1998,2080.7412,1850.7705
India,1999,2082.6938,1948.2369
India,2000,2086.6284,2004.1915
India,2001,2086.7727,2068.4463
India,2002,2088.8936,2150.0874
India,2003,2091.9958,2318.8076
India,2004,2095.7783,2457.3223
India,2005,2096.916,2759.5537
India,2006,2097.0964,3062.425
India,2007,2098.1213,3399.0498
India,2008,2099.6331,3574.2825
India,2009,2103.5361,3794.7573
India,2010,2110.3926,4357.0596
India,2011,2113.6245,4720.9976
India,2012,2115.7102,4995.3174
India,2013,2117.103,5154.9541
India,2014,2118.0881,5434.3447
India,2015,2117.0117,5722.5186
India,2016,2117.0117,6037.9868
India,2017,2117.0117,6421.6704
Indonesia,1970,1988.0715,1205.5563
Indonesia,1971,1990.318,1263.2142
Indonesia,1972,2020.97,1383.8315
Indonesia,1973,2032.0226,1519.8054
Indonesia,1974,2029.8593,1615.6523
Indonesia,1975,2011.4331,1658.2235
Indonesia,1976,1972.9434,1754.8173
Indonesia,1977,1990.8206,1871.1135
Indonesia,1978,1975.8154,1970.1569
Indonesia,1979,1988.1433,2057.8276
Indonesia,1980,2003.2617,2212.2495
Indonesia,1981,2034.144,2344.9478
Indonesia,1982,2013.3235,2332.123
Indonesia,1983,2051.5149,2448.2161
Indonesia,1984,2056.8665,2526.989
Indonesia,1985,2029.0776,2504.6838
Indonesia,1986,1887.9058,2511.5864
Indonesia,1987,1890.0297,2555.0117
Indonesia,1988,1886.1644,2596.2583
Indonesia,1989,1891.3917,2823.9788
Indonesia,1990,1909.3696,3151.6101
Indonesia,1991,1928.2959,3374.385
Indonesia,1992,1897.3234,3537.7085
Indonesia,1993,1898.6636,3708.8733
Indonesia,1994,1929.7295,3925.5759
Indonesia,1995,1928.0195,4227.8589
Indonesia,1996,1917.2124,4530.2471
Indonesia,1997,1922.9292,4541.0625
Indonesia,1998,1928.8357,3622.2444
Indonesia,1999,1949.5291,3618.0254
Indonesia,2000,1913.0223,3449.2585
Indonesia,2001,1935.4495,3491.0068
Indonesia,2002,1917.7333,3504.457
Indonesia,2003,1941.8517,3510.5708
Indonesia,2004,1969.0544,3788.1492
Indonesia,2005,1953.516,4084.1309
Indonesia,2006,1965.111,4456.9961
Indonesia,2007,2042.9899,4904.041
Indonesia,2008,2044.3296,5781.6216
Indonesia,2009,2063.6802,6304.2222
Indonesia,2010,2054.3242,7365.4385
Indonesia,2011,2023.2792,8825.2236
Indonesia,2012,2026.3513,9160.2236
Indonesia,2013,2024.2395,9476.4131
Indonesia,2014,2008.4623,9776.4307
Indonesia,2015,2024.287,9781.207
Indonesia,2016,2024.287,10123.332
Indonesia,2017,2024.287,10594.067
Ireland,1950,2419.4111,4853.6875
Ireland,1951,2407.575,4918.7222
Ireland,1952,2395.7969,5118.5718
Ireland,1953,2384.0762,5245.5342
Ireland,1954,2372.4131,5327.4468
Ireland,1955,2360.8069,5497.2363
Ireland,1956,2349.2573,5464.7383
Ireland,1957,2337.7644,5466.3364
Ireland,1958,2326.3279,5417
Ireland,1959,2314.947,5667.1563
Ireland,1960,2303.6221,5972.0024
Ireland,1961,2306.6157,6278.5156
Ireland,1962,2309.6133,6411.3818
Ireland,1963,2312.615,6663.1719
Ireland,1964,2315.6204,6834.1685
Ireland,1965,2318.6296,6907.7593
Ireland,1966,2321.6428,6997.1455
Ireland,1967,2324.6602,7377.1445
Ireland,1968,2327.6812,7914.876
Ireland,1969,2330.7063,8270.9121
Ireland,1970,2333.7351,8321.8857
Ireland,1971,2316.7312,8499.3613
Ireland,1972,2296.5879,9033.0635
Ireland,1973,2284.031,9410.7041
Ireland,1974,2247.6687,9483.374
Ireland,1975,2237.7278,9755.873
Ireland,1976,2232.2344,10032.035
Ireland,1977,2202.6733,10866.046
Ireland,1978,2183.0535,11725.346
Ireland,1979,2161.3406,12184.397
Ireland,1980,2122.1006,12550.064
Ireland,1981,2090.7085,12624.62
Ireland,1982,2083.3838,12651.435
Ireland,1983,2073.1814,12313.154
Ireland,1984,2055.1309,12518.712
Ireland,1985,2062.1941,12485.942
Ireland,1986,2096.7253,13215.7
Ireland,1987,2076.0591,14112.012
Ireland,1988,2084.4302,14687.255
Ireland,1989,2091.7549,15654.445
Ireland,1990,2080.2446,16917.113
Ireland,1991,2045.1902,17159.629
Ireland,1992,1996.7941,18282.645
Ireland,1993,1970.111,19293.252
Ireland,1994,1970.3726,20147.652
Ireland,1995,1962.0013,23008.201
Ireland,1996,1953.5992,24657.285
Ireland,1997,1954.1941,27363.754
Ireland,1998,1953.1941,29761.689
Ireland,1999,1941.8829,32296.893
Ireland,2000,1932.7238,35622.75
Ireland,2001,1923.5294,37716.859
Ireland,2002,1904.2762,41652.809
Ireland,2003,1886.7864,44729.082
Ireland,2004,1875.256,46513.082
Ireland,2005,1883.1937,50224.941
Ireland,2006,1878.813,50639.727
Ireland,2007,1864.9323,54168.512
Ireland,2008,1843.8962,50692.289
Ireland,2009,1811.803,47728.008
Ireland,2010,1801.2773,47823.504
Ireland,2011,1702.1769,48321.332
Ireland,2012,1707.4982,48821.098
Ireland,2013,1719.5591,49024.109
Ireland,2014,1731.0465,52549.695
Ireland,2015,1740.5286,67492.672
Ireland,2016,1738.7294,71948.953
Ireland,2017,1745.6843,75916.094
Israel,1981,1966.0331,17188.213
Israel,1982,1941.761,17379.537
Israel,1983,1928.6136,17792.461
Israel,1984,1931.6477,17761.676
Israel,1985,1931.6477,17750.834
Israel,1986,1926.5911,18650.326
Israel,1987,1920.5231,19842.342
Israel,1988,1878.047,20223.18
Israel,1989,1909.3983,19528.055
Israel,1990,1904.3417,20892.543
Israel,1991,1897.2623,22099.256
Israel,1992,1950.863,23145.096
Israel,1993,1952.8857,23574.76
Israel,1994,1993.339,24303.756
Israel,1995,2017.6111,25386.332
Israel,1996,2035.5391,26556.984
Israel,1997,2040.4977,27423.23
Israel,1998,2015.4592,28141.305
Israel,1999,2023.3385,29116.107
Israel,2000,2034.7421,31339.816
Israel,2001,1998.0148,31158.688
Israel,2002,2015.5543,30708.828
Israel,2003,1996.8781,29046.471
Israel,2004,1973.2894,28426.965
Israel,2005,1965.0957,28211.977
Israel,2006,1951.7192,27929.297
Israel,2007,1964.7948,27758.654
Israel,2008,1960.6504,27208.326
Israel,2009,1962.0277,27996.889
Israel,2010,1956.2672,28638.904
Israel,2011,1946.813,29320.334
Israel,2012,1918.9104,30389.09
Israel,2013,1908.5657,31756.465
Israel,2014,1894.0676,33613.121
Israel,2015,1895.4574,34850.781
Israel,2016,1920.6106,35619.473
Israel,2017,1920.6106,36185.711
Italy,1950,2107.2554,4076.8054
Italy,1951,2113.708,4413.1992
Italy,1952,2120.1804,4528.5869
Italy,1953,2126.6726,4829.3013
Italy,1954,2133.1848,5005.9888
Italy,1955,2139.7168,5318.5649
Italy,1956,2146.2688,5489.1069
Italy,1957,2152.8411,5692.8047
Italy,1958,2159.4331,5908.2593
Italy,1959,2166.0457,6290.7671
Italy,1960,2172.6782,6844.2095
Italy,1961,2155.9355,7372.1318
Italy,1962,2106.6707,7737.3896
Italy,1963,2091.877,8033.833
Italy,1964,2085.7231,8188.6162
Italy,1965,2027.9208,8349.9951
Italy,1966,2046.6244,8759.8027
Italy,1967,2071.1543,9336.2207
Italy,1968,2064.6907,9883.7393
Italy,1969,2063.5681,10426.123
Italy,1970,2042.2288,11782.676
Italy,1971,1989.7507,11982.137
Italy,1972,1970.8881,12494.135
Italy,1973,1954.6459,13499.646
Italy,1974,1924.0708,14371.558
Italy,1975,1908.549,14088.365
Italy,1976,1906.4534,15444.158
Italy,1977,1871.6073,16169.936
Italy,1978,1861.5642,17058.514
Italy,1979,1855.0286,18569.279
Italy,1980,1856.0651,19802.148
Italy,1981,1862.3245,19416.869
Italy,1982,1873.733,19064.469
Italy,1983,1873.0464,18796.275
Italy,1984,1862.6731,19017.875
Italy,1985,1859.1587,19173.258
Italy,1986,1867.5593,20452.088
Italy,1987,1886.6825,21479.973
Italy,1988,1890.4023,22427.111
Italy,1989,1874.5634,23356.107
Italy,1990,1863.8346,24393.209
Italy,1991,1856.8695,25114.551
Italy,1992,1860.0026,25570.662
Italy,1993,1859.8804,25519.283
Italy,1994,1853.8326,26351.465
Italy,1995,1856.0868,27628.709
Italy,1996,1866.1272,28196.893
Italy,1997,1860.113,29380.906
Italy,1998,1873.7856,30741.4
Italy,1999,1870.3572,31602.66
Italy,2000,1850.8062,32352.117
Italy,2001,1837.7606,32183.65
Italy,2002,1826.5938,31600.504
Italy,2003,1815.7974,31562.439
Italy,2004,1815.3416,31554.459
Italy,2005,1812.0552,32689.793
Italy,2006,1812.5823,33749.797
Italy,2007,1818.1526,35186.855
Italy,2008,1807.0319,35871.988
Italy,2009,1775.6611,34406.414
Italy,2010,1777.2737,34727.676
Italy,2011,1773.2565,35739.02
Italy,2012,1734.1747,35366.633
Italy,2013,1719.5074,34716.012
Italy,2014,1717.1372,34683.633
Italy,2015,1717.9958,35186.254
Italy,2016,1724.4153,36918.219
Italy,2017,1722.6113,37999.699
Jamaica,1986,1864.8246,3797.6528
Jamaica,1987,1893.6748,4185.519
Jamaica,1988,1914.9969,4365.5288
Jamaica,1989,1972.9108,4415.2549
Jamaica,1990,1938.2228,4714.958
Jamaica,1991,1947.975,4558.7461
Jamaica,1992,1963.4525,4806.1797
Jamaica,1993,1951.1327,5095.998
Jamaica,1994,1958.8782,5049.5757
Jamaica,1995,1948.525,5066.9678
Jamaica,1996,1969.2648,5129.6011
Jamaica,1997,1963.9474,5052.2891
Jamaica,1998,1999.2107,5094.624
Jamaica,1999,1983.4503,5170.1074
Jamaica,2000,1963.4492,5221.9434
Jamaica,2001,1970.6368,5204.6753
Jamaica,2002,1965.5664,5185.6792
Japan,1950,2030.4137,2530.6658
Japan,1951,2012.9907,2754.3992
Japan,1952,1995.7172,2983.0779
Japan,1953,1978.5918,3069.7446
Japan,1954,2008.9454,3194.9885
Japan,1955,2034.5164,3411.9163
Japan,1956,2084.9668,3609.3303
Japan,1957,2108.0427,3834.9121
Japan,1958,2133.1448,4075.9973
Japan,1959,2156.2446,4419.0586
Japan,1960,2172.8989,4954.4229
Japan,1961,2175.3137,5454.1348
Japan,1962,2152.7,5922.7617
Japan,1963,2146.3276,6349.9199
Japan,1964,2153.5291,6997.4419
Japan,1965,2135.1223,7352.5288
Japan,1966,2142.9473,8036.9883
Japan,1967,2156.571,8787.7988
Japan,1968,2160.3401,9796.959
Japan,1969,2147.0117,10870.652
Japan,1970,2137.2173,11876.169
Japan,1971,2129.2954,12405.671
Japan,1972,2131.6648,13340.729
Japan,1973,2117.5442,14214.265
Japan,1974,2058.7163,13922.878
Japan,1975,2030.2618,14370.871
Japan,1976,2057.5,15167.388
Japan,1977,2064.0063,16042.77
Japan,1978,2067.9878,17103.016
Japan,1979,2072.7031,18094.658
Japan,1980,2073.9438,18980.955
Japan,1981,2068.8276,18817.154
Japan,1982,2068.6187,18415.699
Japan,1983,2074.8601,17987.982
Japan,1984,2089.2798,17950.85
Japan,1985,2076.7673,18414.936
Japan,1986,2078.4951,19955.061
Japan,1987,2083.9683,21248.395
Japan,1988,2080.4377,23298.621
Japan,1989,2061.3616,24900.943
Japan,1990,2028.4187,26779.938
Japan,1991,2010.7419,28354.563
Japan,1992,1962.1306,29285.672
Japan,1993,1926.7769,30067.561
Japan,1994,1909.1,30935.707
Japan,1995,1911.6,32587.881
Japan,1996,1914.8,34219.941
Japan,1997,1887.1,34351.984
Japan,1998,1866.5,33746.164
Japan,1999,1850.9,33755.539
Japan,2000,1858.5,34570.578
Japan,2001,1843.1,34149.934
Japan,2002,1830.6,34027.289
Japan,2003,1834.2,34567.023
Japan,2004,1841.5,35412.691
Japan,2005,1827.8,36243.602
Japan,2006,1836,36710
Japan,2007,1826.5,37383.566
Japan,2008,1807.3,36680.117
Japan,2009,1757.2,34956.406
Japan,2010,1777.8,36595.633
Japan,2011,1772.7,36122.828
Japan,2012,1782.9,36588.051
Japan,2013,1761.5,37267.996
Japan,2014,1756.5,37741.941
Japan,2015,1750.9,38875.066
Japan,2016,1742,39587.566
Japan,2017,1738.3633,40373.75
Latvia,1995,1975.9082,8465.3086
Latvia,1996,1975.8959,8602.5381
Latvia,1997,1975.9169,8882.4678
Latvia,1998,1975.9045,9411.1563
Latvia,1999,1975.9008,9778.8564
Latvia,2000,1975.7949,10430.427
Latvia,2001,1987.1439,11332.327
Latvia,2002,1937.8738,11806.956
Latvia,2003,1927.734,12198.736
Latvia,2004,1878.3942,12790.776
Latvia,2005,1905.5121,14666.055
Latvia,2006,1906.8286,15688.484
Latvia,2007,1878.2091,17225.732
Latvia,2008,2002.2491,18411.717
Latvia,2009,1952.2241,16190.54
Latvia,2010,1935.1354,16943.688
Latvia,2011,1951.8978,18601.803
Latvia,2012,1934.2838,19464.465
Latvia,2013,1927.7461,20008.846
Latvia,2014,1938.4757,21000.939
Latvia,2015,1901.7413,21965.313
Latvia,2016,1902.4856,22435.625
Latvia,2017,1874.5979,24139.602
Lithuania,1995,1729.3558,8386.0947
Lithuania,1996,1727.0402,8776.8232
Lithuania,1997,1732.694,9216.5176
Lithuania,1998,1779.5939,9581.3213
Lithuania,1999,1726.0139,9967.5771
Lithuania,2000,1846.2274,10751.155
Lithuania,2001,1831.2194,11609.967
Lithuania,2002,1802.1711,11899.268
Lithuania,2003,1785.8864,13223.272
Lithuania,2004,1878.5562,13499.808
Lithuania,2005,1878.9719,15388.341
Lithuania,2006,1874.2102,16554.828
Lithuania,2007,1903.7567,18175.492
Lithuania,2008,1933.5715,19443.17
Lithuania,2009,1862.9437,17058.258
Lithuania,2010,1884.2866,18475.371
Lithuania,2011,1858.8728,20581.205
Lithuania,2012,1857.2939,22015.789
Lithuania,2013,1841.2473,22503.521
Lithuania,2014,1833.5299,23736.953
Lithuania,2015,1859.4974,24076.557
Lithuania,2016,1885.0089,24574.676
Lithuania,2017,1844.0171,25992.143
Luxembourg,1970,1845.8361,20123.754
Luxembourg,1971,1842.3248,19268.021
Luxembourg,1972,1821.7426,20523.707
Luxembourg,1973,1792.4818,22676.342
