Entity,Year,Average annual hours worked by persons engaged (avh) (PWT 9.1 (2019)),Output-side real GDP per capita (gdppc_o) (PWT 9.1 (2019))
Russia,2017,1974,22580.941
Saint Lucia,1985,1959.8116,6522.8301
Saint Lucia,1986,1943.3939,7072.4507
Saint Lucia,1987,1924.8438,7473.7222
Saint Lucia,1988,1898.2477,7627.9385
Saint Lucia,1989,1880.4877,7503.6045
Saint Lucia,1990,1881.7997,7886.521
Saint Lucia,1991,1897.3466,7422.2573
Saint Lucia,1992,1928.8988,7573.2881
Saint Lucia,1993,1995.7933,7419.4111
Saint Lucia,1994,1962.6689,6625.8076
Saint Lucia,1995,1986.1134,7400.2285
Saint Lucia,1996,1972.0729,8543.0518
Saint Lucia,1997,2011.2849,7984.0063
Saint Lucia,1998,1972.3011,8065.7207
Saint Lucia,1999,1997.7997,7832.8975
Saint Lucia,2000,1979.1416,8048.3169
Saint Lucia,2001,1981.8158,6804.8604
Singapore,1960,2296.9849,2644.9941
Singapore,1961,2291.8755,2915.6033
Singapore,1962,2286.7776,3277.1223
Singapore,1963,2281.6909,3726.897
Singapore,1964,2276.6155,3673.3521
Singapore,1965,2271.5513,3917.4224
Singapore,1966,2266.4985,4324.4248
Singapore,1967,2261.457,4911.1938
Singapore,1968,2256.4265,5406.3442
Singapore,1969,2251.4075,6270.4404
Singapore,1970,2246.3994,7266.9536
Singapore,1971,2246.3452,8074.4663
Singapore,1972,2246.262,8747.6738
Singapore,1973,2246.1865,9449.1162
Singapore,1974,2246.1814,11308.389
Singapore,1975,2225.8064,11486.921
Singapore,1976,2250.8242,12410.307
Singapore,1977,2198.7766,13024.427
Singapore,1978,2198.0557,14384.036
Singapore,1979,2174.7175,16407.836
Singapore,1980,2182.9209,18349.869
Singapore,1981,2208.874,18762.936
Singapore,1982,2215.0676,19187.113
Singapore,1983,2220.1228,20380.715
Singapore,1984,2229.2292,21703.094
Singapore,1985,2189.9102,18711.902
Singapore,1986,2222.7244,19069.68
Singapore,1987,2252.5029,21012.785
Singapore,1988,2265.7773,21947.668
Singapore,1989,2322.6218,22041.225
Singapore,1990,2326.9338,25354.266
Singapore,1991,2346.3354,23422.395
Singapore,1992,2349.8481,22522.354
Singapore,1993,2375.0393,21439.102
Singapore,1994,2390.9065,19735.023
Singapore,1995,2403.967,20100.676
Singapore,1996,2424.0986,23651.822
Singapore,1997,2437.7629,24642.639
Singapore,1998,2425.8899,26720.346
Singapore,1999,2446.3804,27382.031
Singapore,2000,2463.3818,36042.191
Singapore,2001,2443.5063,33332.422
Singapore,2002,2435.3835,35338.906
Singapore,2003,2440.1726,31959.428
Singapore,2004,2407.2163,36841.551
Singapore,2005,2407.3508,49752.277
Singapore,2006,2399.0986,53755.363
Singapore,2007,2378.3054,57221.512
Singapore,2008,2370.7432,50456.723
Singapore,2009,2335.3806,47160.348
Singapore,2010,2373.0669,58618.434
Singapore,2011,2330.0723,61861.344
Singapore,2012,2337.4866,61503.824
Singapore,2013,2328.0503,60890.676
Singapore,2014,2290.3225,66363.477
Singapore,2015,2263.1465,65360.742
Singapore,2016,2252.5857,64978.668
Singapore,2017,2237.7263,67138.117
Slovakia,1990,1827.6455,16638.281
Slovakia,1991,1827.7343,13088.086
Slovakia,1992,1827.675,12147.48
Slovakia,1993,1827.8033,12225.805
Slovakia,1994,1827.4283,12624.86
Slovakia,1995,1853.0483,13187.168
Slovakia,1996,1819.6322,14055.05
Slovakia,1997,1829.9979,14499.782
Slovakia,1998,1821.8607,14136.485
Slovakia,1999,1816.2406,13499.197
Slovakia,2000,1815.6061,14089.198
Slovakia,2001,1800.7356,14891.904
Slovakia,2002,1754.074,15142.975
Slovakia,2003,1697.5651,15257.215
Slovakia,2004,1741.9944,15380.402
Slovakia,2005,1769.4879,17606.385
Slovakia,2006,1774.454,18713.047
Slovakia,2007,1791.201,20220.459
Slovakia,2008,1793.3569,22323.406
Slovakia,2009,1780.3383,21157.217
Slovakia,2010,1805.1501,23061.121
Slovakia,2011,1793.0127,23293.57
Slovakia,2012,1789.0425,23304.408
Slovakia,2013,1771.6141,23014.006
Slovakia,2014,1759.6132,23638.072
Slovakia,2015,1754.0863,23594.924
Slovakia,2016,1740.0107,24178.82
Slovakia,2017,1745.2307,24923.85
Slovenia,1995,1755.3971,18314.686
Slovenia,1996,1727.4915,19053.869
Slovenia,1997,1714.797,19404.961
Slovenia,1998,1727.9677,19250.887
Slovenia,1999,1729.6924,19871.611
Slovenia,2000,1710.0972,20752.977
Slovenia,2001,1695.8896,20874.666
Slovenia,2002,1720.5181,21342.736
Slovenia,2003,1723.8251,21813.629
Slovenia,2004,1736.5703,22622.176
Slovenia,2005,1696.6035,24629.408
Slovenia,2006,1667.4508,24555.572
Slovenia,2007,1654.9396,25315.617
Slovenia,2008,1673.6466,27851.932
Slovenia,2009,1678.7506,25440.203
Slovenia,2010,1680.1403,25831.332
Slovenia,2011,1663.1636,26527.852
Slovenia,2012,1644.5905,26359.174
Slovenia,2013,1662.4053,25960.652
Slovenia,2014,1681.9049,26417.096
Slovenia,2015,1687.8574,25939.902
Slovenia,2016,1666.9202,26406.225
Slovenia,2017,1655.089,28234.734
South Africa,2001,2376.3381,8906.6738
South Africa,2002,2382.7659,9246.3086
South Africa,2003,2318.6794,9306.709
South Africa,2004,2342.2734,9701.9697
South Africa,2005,2399.4282,10323.735
South Africa,2006,2315.748,10956.927
South Africa,2007,2322.1228,11466.613
South Africa,2008,2284.2344,11570.479
South Africa,2009,2249.3083,11093.299
South Africa,2010,2235.7429,11388.641
South Africa,2011,2254.5857,11832.059
South Africa,2012,2224.1082,11810.728
South Africa,2013,2211.9863,11836.353
South Africa,2014,2209.0916,11925.564
South Africa,2015,2209.0916,11924.6
South Africa,2016,2209.0916,11720.435
South Africa,2017,2209.0916,11741.271
South Korea,1953,2304.5479,987.60455
South Korea,1954,2325.1472,1012.9329
South Korea,1955,2345.9309,1073.8634
South Korea,1956,2366.9004,1075.7404
South Korea,1957,2388.0574,1146.0659
South Korea,1958,2409.4033,1153.7533
South Korea,1959,2430.9402,1138.7772
South Korea,1960,2452.6694,1113.2512
South Korea,1961,2474.593,1156.688
South Korea,1962,2496.7126,1130.3643
South Korea,1963,2519.03,1228.2516
South Korea,1964,2439.4817,1298.9198
South Korea,1965,2545.5459,1332.7698
South Korea,1966,2529.6362,1481.2399
South Korea,1967,2561.4556,1527.1873
South Korea,1968,2609.1846,1670.3484
South Korea,1969,2667.52,1857.077
South Korea,1970,2561.4556,1971.6597
South Korea,1971,2625.0942,2267.314
South Korea,1972,2688.7329,2521.2415
South Korea,1973,2736.4619,3036.0942
South Korea,1974,2789.4941,3562.8079
South Korea,1975,2810.707,4006.8491
South Korea,1976,2895.5586,4327.3286
South Korea,1977,2863.7393,4637.8716
South Korea,1978,2895.5586,5021.9243
South Korea,1979,2879.6489,5202.2217
South Korea,1980,2863.7393,4830.7539
South Korea,1981,2879.7378,5072.3315
South Korea,1982,2892.7366,5367.166
South Korea,1983,2910.7349,5928.0244
South Korea,1984,2906.7354,6422.7114
South Korea,1985,2881.7375,6629.9492
South Korea,1986,2910.7349,7781.8071
South Korea,1987,2879.7378,8939.0596
South Korea,1988,2833.7419,10089.779
South Korea,1989,2730.7515,11015.047
South Korea,1990,2676.7563,12326.526
South Korea,1991,2660.7578,13789.705
South Korea,1992,2638.7598,14739.193
South Korea,1993,2655.6575,16049.439
South Korea,1994,2640.1453,17903.844
South Korea,1995,2647.2344,20036.82
South Korea,1996,2636.5608,22056.887
South Korea,1997,2580.8613,21418.098
South Korea,1998,2485.8723,18530.533
South Korea,1999,2492.0903,20405.965
South Korea,2000,2509.2881,21825.262
South Korea,2001,2495.9204,22258.75
South Korea,2002,2454.8811,23817.008
South Korea,2003,2423.6482,24592.35
South Korea,2004,2391.532,25980.623
South Korea,2005,2351.3191,27722.992
South Korea,2006,2345.9138,28566.496
South Korea,2007,2306.1985,30139.918
South Korea,2008,2212.9114,30044.225
South Korea,2009,2168.053,29217.322
South Korea,2010,2157.0649,31589.705
South Korea,2011,2127.1472,31970.396
South Korea,2012,2103.2305,31817.418
South Korea,2013,2094.2297,32150.836
South Korea,2014,2069.3149,33151.465
South Korea,2015,2076.2959,34411.07
South Korea,2016,2063.3315,35326.344
South Korea,2017,2063.3315,36264.551
Spain,1950,2208.7041,3432.3257
Spain,1951,2204.5266,4010.4631
Spain,1952,2200.4651,4166.0879
Spain,1953,2196.5059,3982.0105
Spain,1954,2213.5598,4467.3735
Spain,1955,2195.4749,4669.9365
Spain,1956,2179.343,4969.4551
Spain,1957,2164.2705,5138.8374
Spain,1958,2149.6418,5311.1001
Spain,1959,2139.0928,5133.7441
Spain,1960,2129.8408,5676.5923
Spain,1961,2111.5886,6294.8828
Spain,1962,2094.3887,6856.0879
Spain,1963,2077.4646,7445.3164
Spain,1964,2031.7472,7755.4473
Spain,1965,2024.0238,8111.1587
Spain,1966,2025.4124,8629.6143
Spain,1967,2034.2599,8944.7754
Spain,1968,1996.5132,9455.5479
Spain,1969,1988.2668,10241.738
Spain,1970,1996.2207,10556.414
Spain,1971,1996.3376,10930.101
Spain,1972,1992.1937,11696.939
Spain,1973,1980.3586,12436.059
Spain,1974,1986.5297,12895.296
Spain,1975,1996.3567,12810.701
Spain,1976,2006.4636,13252.884
Spain,1977,2000.2756,13671.222
Spain,1978,1973.4487,13928.584
Spain,1979,1929.3617,13968.804
Spain,1980,1917.9247,14372.501
Spain,1981,1884.1837,13552.416
Spain,1982,1862.4357,13027.267
Spain,1983,1830.6687,12685.97
Spain,1984,1786.1127,12416.798
Spain,1985,1776.2207,12203.168
Spain,1986,1768.2877,12955.159
Spain,1987,1760.3707,13861.058
Spain,1988,1756.3987,14826.289
Spain,1989,1744.4807,15772.945
Spain,1990,1746.4478,16604.689
Spain,1991,1755.3497,17331.447
Spain,1992,1747.4857,17703.48
Spain,1993,1739.5718,17881.059
Spain,1994,1738.5277,18592.816
Spain,1995,1738.8168,19506.086
Spain,1996,1740.2025,20152.805
Spain,1997,1742.4939,21667.773
Spain,1998,1750.9642,23017.707
Spain,1999,1756.0535,23909.895
Spain,2000,1752.7551,25247.842
Spain,2001,1762.5,25694.123
Spain,2002,1764.574,26237.305
Spain,2003,1755.9388,26253.676
Spain,2004,1741.507,26790.559
Spain,2005,1725.6006,29247.922
Spain,2006,1715.6556,31453.715
Spain,2007,1703.4878,33101.176
Spain,2008,1712.5524,33294.488
Spain,2009,1719.6741,31979.578
Spain,2010,1710.3958,31610.98
Spain,2011,1715.5109,31163.055
Spain,2012,1701.1927,30996.578
Spain,2013,1693.5347,30584.414
Spain,2014,1694.5872,31177.77
Spain,2015,1699.4991,32879.488
Spain,2016,1701.3669,34054.188
Spain,2017,1686.4973,35696.117
Sri Lanka,1970,1894.261,3007.6143
Sri Lanka,1971,1893.8901,2932.8945
Sri Lanka,1972,1893.8713,2964.6887
Sri Lanka,1973,1893.9866,3078.4829
Sri Lanka,1974,1894.1637,3196.179
Sri Lanka,1975,1894.3438,3058.7268
Sri Lanka,1976,1894.2008,2799.9258
Sri Lanka,1977,1949.3335,2665.5271
Sri Lanka,1978,1953.4127,2639.387
Sri Lanka,1979,1957.5671,2373.1465
Sri Lanka,1980,1961.8099,2343.1726
Sri Lanka,1981,1969.6782,2490.3879
Sri Lanka,1982,1972.9618,2434.7874
Sri Lanka,1983,1986.3512,2445.1958
Sri Lanka,1984,1966.2671,2472.7852
Sri Lanka,1985,1893.4132,2617.8979
Sri Lanka,1986,1956.422,2777.6001
Sri Lanka,1987,1962.3741,2872.6348
Sri Lanka,1988,1968.3154,2900.9189
Sri Lanka,1989,1974.3776,2978.1279
Sri Lanka,1990,1980.6451,3056.9426
Sri Lanka,1991,1997.9506,3089.9775
Sri Lanka,1992,2001.6265,3294.4221
Sri Lanka,1993,2017.4285,3534.9958
Sri Lanka,1994,1961.7678,3772.2642
Sri Lanka,1995,1943.4845,3827.8486
Sri Lanka,1996,1936.9487,3998.4141
Sri Lanka,1997,1894.8599,4157.1494
Sri Lanka,1998,1910.4878,4458.0166
Sri Lanka,1999,1932.7937,4439.6567
Sri Lanka,2000,2000.7396,4476.3389
Sri Lanka,2001,1975.6603,4446.1841
Sri Lanka,2002,1812.2015,4709.6553
Sri Lanka,2003,1733.8713,5059.9546
Sri Lanka,2004,1856.2976,5206.8032
Sri Lanka,2005,1887.6925,5311.9673
Sri Lanka,2006,1835.4296,5861.0566
Sri Lanka,2007,1861.298,6392.5283
Sri Lanka,2008,1823.991,6865.9087
Sri Lanka,2009,1810.6287,7595.0054
Sri Lanka,2010,1872.3361,8390.4297
Sri Lanka,2011,1993.5437,9443
Sri Lanka,2012,2052.9392,10157.429
Sri Lanka,2013,1896.4591,10609.272
Sri Lanka,2014,1926.2461,11148.376
Sri Lanka,2015,1923.9354,11870.992
Sri Lanka,2016,1923.9354,12318.712
Sri Lanka,2017,1923.9354,12696.964
Sweden,1950,1989.3108,9136.6416
Sweden,1951,1980.4301,9337.2783
Sweden,1952,1980.4301,9353.9639
Sweden,1953,1960.6948,9633.542
Sweden,1954,1971.5492,10086.956
Sweden,1955,1960.6948,10305.397
Sweden,1956,1936.0258,10568.197
Sweden,1957,1936.0258,10698.393
Sweden,1958,1904.4493,10894.359
Sweden,1959,1878.7936,11468.05
Sweden,1960,1873.8597,11766.137
Sweden,1961,1875.8333,12459.803
Sweden,1962,1863.9922,12884.479
Sweden,1963,1858.0715,13483.36
Sweden,1964,1827.4819,14372.074
Sweden,1965,1816.6276,14697.609
Sweden,1966,1802.813,14804.613
Sweden,1967,1772.2234,15255.835
Sweden,1968,1729.7926,15697.446
Sweden,1969,1707.097,16329.869
Sweden,1970,1707.097,17288.326
Sweden,1971,1675.2631,17389.277
Sweden,1972,1635.7161,17762.15
Sweden,1973,1620.2201,18489.014
Sweden,1974,1601.4701,18859.447
Sweden,1975,1577.8241,19154.432
Sweden,1976,1590.8451,19220.664
Sweden,1977,1560.8611,18711.482
Sweden,1978,1523.1381,19100.988
Sweden,1979,1513.863,19648.787
Sweden,1980,1516.8071,19754.133
Sweden,1981,1508.4111,20024.135
Sweden,1982,1522.5421,20227.777
Sweden,1983,1531.8391,20775.787
Sweden,1984,1534.0171,21792.406
Sweden,1985,1538.0541,22291.936
Sweden,1986,1536.0721,23823.436
Sweden,1987,1546.1901,24827.678
Sweden,1988,1565.7601,25716.875
Sweden,1989,1564.6121,26257.904
Sweden,1990,1560.9371,26491.32
Sweden,1991,1547.6721,26187.123
Sweden,1992,1565.2802,25812.006
Sweden,1993,1596.9991,24743.264
Sweden,1994,1635.2219,26174.588
Sweden,1995,1640.3448,27908.922
Sweden,1996,1653.0409,28746.258
Sweden,1997,1657.969,29698.535
Sweden,1998,1656.319,30893.137
Sweden,1999,1664.8116,32695.414
Sweden,2000,1642.0825,34892.941
Sweden,2001,1618.2073,33910.379
Sweden,2002,1594.8739,33917.984
Sweden,2003,1581.5632,34809.398
Sweden,2004,1605.5105,36333.668
Sweden,2005,1605.0636,37646.992
Sweden,2006,1599.1272,39083.891
Sweden,2007,1611.4955,41400.293
Sweden,2008,1616.8645,42085.523
Sweden,2009,1609.1475,38702.039
Sweden,2010,1635.0068,40421.906
Sweden,2011,1632.517,42318.984
Sweden,2012,1618.3754,42398.961
Sweden,2013,1608.7183,41462.199
Sweden,2014,1609.4229,41033.582
Sweden,2015,1610.072,42113.523
Sweden,2016,1626.4591,41898.094
Sweden,2017,1609.2896,43375.883
Switzerland,1950,2039.9952,14172.437
Switzerland,1951,2032.3508,15209.594
Switzerland,1952,2024.7351,15015.441
Switzerland,1953,2017.1479,15410.788
Switzerland,1954,2009.5891,16279.411
Switzerland,1955,2002.0587,17306.256
Switzerland,1956,1994.5564,18310.848
Switzerland,1957,1987.0823,18694.725
Switzerland,1958,1979.6362,17778.391
Switzerland,1959,1972.218,18908.346
Switzerland,1960,1964.8275,20086.094
Switzerland,1961,1967.6351,21175.193
Switzerland,1962,1970.4468,21603.67
Switzerland,1963,1973.2623,22122.549
Switzerland,1964,1976.082,23025.604
Switzerland,1965,1978.9056,23380.588
Switzerland,1966,1981.7334,23739.51
Switzerland,1967,1984.5652,24260.336
Switzerland,1968,1987.401,24881.762
Switzerland,1969,1990.2408,25958.949
Switzerland,1970,1993.0847,27383.451
Switzerland,1971,1982.7787,28261.277
Switzerland,1972,1958.4653,28964.33
Switzerland,1973,1931.6665,29626.99
Switzerland,1974,1902.8224,29896.561
Switzerland,1975,1894.04,27182.725
Switzerland,1976,1890.9156,26899.656
Switzerland,1977,1863.4858,27533.998
Switzerland,1978,1849.0386,28055.715
Switzerland,1979,1836.3763,29051.262
Switzerland,1980,1821.8396,30425.777
Switzerland,1981,1802.5231,30450.867
Switzerland,1982,1791.4211,30149.729
Switzerland,1983,1776.668,30236.672
Switzerland,1984,1757.5706,30468.047
Switzerland,1985,1751.3289,31039.643
Switzerland,1986,1742.7521,32638.07
Switzerland,1987,1741.4824,33101.672
Switzerland,1988,1740.955,33543.441
Switzerland,1989,1725.7891,34802.465
Switzerland,1990,1716.2208,36386.512
Switzerland,1991,1713.7753,35605.371
Switzerland,1992,1723.1902,35547.684
Switzerland,1993,1719.4904,35708.652
Switzerland,1994,1741.3113,36335.805
Switzerland,1995,1720.2662,36625.203
Switzerland,1996,1696.8719,36839.871
Switzerland,1997,1687.4536,38289.121
Switzerland,1998,1695.5345,39303.379
Switzerland,1999,1717.401,40572.801
Switzerland,2000,1712.743,41014.469
Switzerland,2001,1672.8507,40650.566
Switzerland,2002,1651.2583,40703.84
Switzerland,2003,1664.5405,41174.434
Switzerland,2004,1694.9532,42433.391
Switzerland,2005,1689.9702,45701.484
Switzerland,2006,1679.2384,48289.129
Switzerland,2007,1668.87,52889.594
Switzerland,2008,1659.459,56317.887
Switzerland,2009,1650.7788,54654.27
Switzerland,2010,1624.3464,55688.02
Switzerland,2011,1619.3169,60268.652
Switzerland,2012,1603.2313,61624.738
Switzerland,2013,1582.8923,61927.719
Switzerland,2014,1575.3215,63067.492
Switzerland,2015,1589.4751,62835.66
Switzerland,2016,1589.6758,62668.328
Switzerland,2017,1589.6758,64219.297
Taiwan,1951,2374.0693,1589.0175
Taiwan,1952,2371.8262,1706.5142
Taiwan,1953,2369.585,1820.7499
Taiwan,1954,2367.3459,1917.5441
Taiwan,1955,2365.1091,1989.7933
Taiwan,1956,2362.8743,2029.5502
Taiwan,1957,2360.6416,2108.2534
Taiwan,1958,2358.4111,2179.6792
Taiwan,1959,2356.1829,2288.1082
Taiwan,1960,2353.9563,2376.915
Taiwan,1961,2351.7322,2442.457
Taiwan,1962,2349.51,2550.5256
Taiwan,1963,2347.29,2725.4612
Taiwan,1964,2345.072,2947.7324
Taiwan,1965,2342.8562,3187.4626
Taiwan,1966,2340.6426,3369.7427
Taiwan,1967,2338.4309,3657.1035
Taiwan,1968,2336.2214,3923.8928
Taiwan,1969,2334.0139,4131.2617
Taiwan,1970,2331.8086,4443.0981
Taiwan,1971,2330.8506,4918.5952
Taiwan,1972,2326.832,5475.4966
Taiwan,1973,2321.9348,6063.2822
Taiwan,1974,2324.6641,6115.7949
Taiwan,1975,2322.5195,6264.1313
Taiwan,1976,2317.8567,7059.52
Taiwan,1977,2310.4609,7674.0488
Taiwan,1978,2303.0276,8584.9756
Taiwan,1979,2336.6174,9142.585
Taiwan,1980,2313.9087,9653.0166
Taiwan,1981,2310.124,10083.214
Taiwan,1982,2269.4377,10340.409
Taiwan,1983,2254.772,11097.067
Taiwan,1984,2254.2988,12095.332
Taiwan,1985,2244.3638,12088.237
Taiwan,1986,2242.9446,13892.91
Taiwan,1987,2276.5342,15919.252
Taiwan,1988,2250.5142,16757.979
Taiwan,1989,2231.5903,18074.732
Taiwan,1990,2230.644,19774.547
Taiwan,1991,2217.8704,20905.719
Taiwan,1992,2220.2358,22179.35
Taiwan,1993,2240.5791,23268.656
Taiwan,1994,2184.7539,24093.783
Taiwan,1995,2224.4939,25267.166
Taiwan,1996,2198.0005,26759.918
Taiwan,1997,2141.229,28169.938
Taiwan,1998,2192.3232,29208.496
Taiwan,1999,2190.4309,30274.527
Taiwan,2000,2180.4958,31837.221
Taiwan,2001,2125.6169,30602.527
Taiwan,2002,2111.8972,31534.227
Taiwan,2003,2117.1011,32112.984
Taiwan,2004,2135.552,33572.633
Taiwan,2005,2127.5093,35798.863
Taiwan,2006,2134.6057,36024.996
Taiwan,2007,2129.8748,36996.898
Taiwan,2008,2073.5764,35450.703
Taiwan,2009,2054.1794,34075.004
Taiwan,2010,2062.6953,37188.895
Taiwan,2011,2052.7603,38600.813
Taiwan,2012,2066.9531,38466.582
Taiwan,2013,2062.2222,39259.875
Taiwan,2014,2059.0552,41323.621
Taiwan,2015,2057.2129,41680.609
Taiwan,2016,1989.1476,42227.582
Taiwan,2017,1990.3212,43211.008
Thailand,1970,2455.3882,2222.0168
Thailand,1971,2455.3594,2269.7771
Thailand,1972,2352.2505,2300.7529
Thailand,1973,2471.6731,2442.0828
Thailand,1974,2489.0171,2473.9026
Thailand,1975,2461.7449,2533.0269
Thailand,1976,2457.4976,2687.9065
Thailand,1977,2453.686,2914.7827
Thailand,1978,2528.9993,3136.1196
Thailand,1979,2619.8672,3241.5676
Thailand,1980,2710.0938,3324.5088
Thailand,1981,2632.8503,3447.752
Thailand,1982,2348.6577,3508.7832
Thailand,1983,2682.0732,3630.2854
Thailand,1984,2700.7273,3758.5493
Thailand,1985,2672.2749,3812.0381
Thailand,1986,2671.416,3809.0405
Thailand,1987,2625.6653,4079.4919
Thailand,1988,2648.564,4483.3423
Thailand,1989,2715.4182,4838.6045
Thailand,1990,2579.7546,5284.5264
Thailand,1991,2627.6155,5571.3516
Thailand,1992,2643.4509,6123.5405
Thailand,1993,2564.5964,6603.2788
Thailand,1994,2614.2803,7139.4214
Thailand,1995,2609.0884,8029.7529
Thailand,1996,2555.252,8793.5029
Thailand,1997,2485.231,7965.4385
Thailand,1998,2533.8186,6649.0708
Thailand,1999,2498.4678,6796.4111
Thailand,2000,2502.5249,6949.9204
Thailand,2001,2404.644,7145.0723
Thailand,2002,2393.9397,7657.4282
Thailand,2003,2383.6968,8169.8325
Thailand,2004,2389.0415,8757.6836
Thailand,2005,2337.9712,9521.2783
Thailand,2006,2325.6384,9985.6309
Thailand,2007,2329.801,10626.806
Thailand,2008,2342.0806,11285.905
Thailand,2009,2354.0847,11059.822
Thailand,2010,2349.2905,12496.244
Thailand,2011,2357.5569,13206.631
Thailand,2012,2312.438,14240.284
Thailand,2013,2273.4939,14593.04
Thailand,2014,2247.321,14380.922
Thailand,2015,2185.4456,14661.521
Thailand,2016,2185.4456,14929.278
Thailand,2017,2185.4456,15740.314
Trinidad and Tobago,1991,1585.0601,10137.73
Trinidad and Tobago,1992,1564.7506,9583.6455
Trinidad and Tobago,1993,1580.2424,8930.9307
Trinidad and Tobago,1994,1591.5376,8881.3809
Trinidad and Tobago,1995,1602.2916,8896.8281
Trinidad and Tobago,1996,1618.5393,8717.6543
Trinidad and Tobago,1997,1627.1366,8858.9551
Trinidad and Tobago,1998,1630.5153,8714.8936
Trinidad and Tobago,1999,1636.525,10308.013
Trinidad and Tobago,2000,1663.8954,12589.384
Trinidad and Tobago,2001,1668.0447,11877.175
Trinidad and Tobago,2002,1634.8004,12249.09
Turkey,1970,2086,6617.3589
Turkey,1971,2077,6659.7485
Turkey,1972,2069,7076.979
Turkey,1973,2060,7297.2559
Turkey,1974,2044,8091.8428
Turkey,1975,2028,8484.3369
Turkey,1976,2012,9168.2461
Turkey,1977,1996,8758.5254
Turkey,1978,1980,8220.8789
Turkey,1979,1964,7971.9717
Turkey,1980,1957,7683.7891
Turkey,1981,1950,8372.6709
Turkey,1982,1943,8156.1426
Turkey,1983,1935,8355.4463
Turkey,1984,1871,8656.1689
Turkey,1985,1898,8941.6621
Turkey,1986,1883,9297.5361
Turkey,1987,1844,10164.763
Turkey,1988,1837,10106.174
Turkey,1989,1867,9839.1748
Turkey,1990,1866,10393.992
Turkey,1991,1870,9866.5479
Turkey,1992,1897,10129.578
Turkey,1993,1917,10939.155
Turkey,1994,1886,10081.581
Turkey,1995,1876,10635.008
Turkey,1996,1892,11725.813
Turkey,1997,1878,12213.667
Turkey,1998,1884,11900.922
Turkey,1999,1925,11187.971
Turkey,2000,1937,11908.152
Turkey,2001,1942,11435.9
Turkey,2002,1943,11161.396
Turkey,2003,1943,10760.989
Turkey,2004,1918,11817.827
Turkey,2005,1936,12930.954
Turkey,2006,1944,14593.348
Turkey,2007,1911,15702.914
Turkey,2008,1900,16538.58
Turkey,2009,1881,15845.152
Turkey,2010,1877,17930.68
Turkey,2011,1864,20011.902
Turkey,2012,1855,20904.223
Turkey,2013,1832,21996.531
Turkey,2014,1832,23675.006
Turkey,2015,1832,25508.607
Turkey,2016,1832,25548.146
Turkey,2017,1832,27262.666
United Kingdom,1950,2183.9436,9354.2959
United Kingdom,1951,2192.6638,9624.0811
United Kingdom,1952,2160.8586,9560.6494
United Kingdom,1953,2164.7798,10023.388
United Kingdom,1954,2168.9309,10373.893
United Kingdom,1955,2167.363,10766.068
United Kingdom,1956,2153.7795,10947.344
United Kingdom,1957,2132.2522,11114.774
United Kingdom,1958,2102.4534,11110.438
United Kingdom,1959,2112.238,11433.395
United Kingdom,1960,2103.5837,11909.774
United Kingdom,1961,2066.811,12114.008
United Kingdom,1962,2029.0448,12153.007
United Kingdom,1963,2020.5967,12547.729
United Kingdom,1964,2020.8336,13232.417
United Kingdom,1965,1997.568,13493.957
United Kingdom,1966,1941.6097,13708.993
United Kingdom,1967,1929.5275,13950.969
United Kingdom,1968,1922.2015,14465.205
United Kingdom,1969,1912.6047,14688.195
United Kingdom,1970,1870.8944,15025.311
United Kingdom,1971,1830.1425,15205.216
United Kingdom,1972,1851.3665,15638.354
United Kingdom,1973,1860.2523,16697.225
United Kingdom,1974,1845.297,16125.19
United Kingdom,1975,1814.0796,15791.118
United Kingdom,1976,1807.0242,16582.605
United Kingdom,1977,1816.9293,17370.688
United Kingdom,1978,1818.0375,18555.811
United Kingdom,1979,1815.493,19600.35
United Kingdom,1980,1785.3964,19839.947
United Kingdom,1981,1749.12,19430.346
United Kingdom,1982,1745.4192,19477.271
United Kingdom,1983,1739.5485,19928.049
United Kingdom,1984,1745.7526,20173.756
United Kingdom,1985,1748.0818,20491.193
United Kingdom,1986,1742.7368,20636.523
United Kingdom,1987,1747.5668,21484.16
United Kingdom,1988,1754.7257,22183.105
United Kingdom,1989,1758.5569,22422.377
United Kingdom,1990,1745.9441,22563.338
United Kingdom,1991,1720.5466,21802.826
United Kingdom,1992,1714.3304,21697.07
United Kingdom,1993,1710.316,22205.773
United Kingdom,1994,1720.5905,22746.82
United Kingdom,1995,1722.6252,25176.281
United Kingdom,1996,1722.0925,26622.006
United Kingdom,1997,1721.1954,28180.002
United Kingdom,1998,1716.9994,28767.473
United Kingdom,1999,1708.6104,29775.805
United Kingdom,2000,1692.954,31526.195
United Kingdom,2001,1695.9764,32056.672
United Kingdom,2002,1678.5614,32065.395
United Kingdom,2003,1669.3804,32622.465
United Kingdom,2004,1666.7157,33261.035
United Kingdom,2005,1669.7372,35381.242
United Kingdom,2006,1663.9857,35651.152
United Kingdom,2007,1665.8214,35273.551
United Kingdom,2008,1660.4688,35986.379
United Kingdom,2009,1638.3318,33064.508
United Kingdom,2010,1643.2079,34810.281
United Kingdom,2011,1641.3157,35028.711
United Kingdom,2012,1655.1066,35502.504
United Kingdom,2013,1665.8917,36996.809
United Kingdom,2014,1672.2679,37147.688
United Kingdom,2015,1669.0747,38172.355
United Kingdom,2016,1668.3876,38026.512
United Kingdom,2017,1670.2728,39127.879
United States,1950,1989.238,14569.096
United States,1951,2030.5599,15392.32
